ID_T,ID_D_N,ID_Fecha,Fecha,Dia Semana,Laboral Festivo,Dia Noche,Mes,Fase,Anillos diarios,Anillos acumulados,Longitud Tunel Acumulada,Metros tunel por dia,PK Tuneladora,Geologia,Notas,Produccion Diaria,Tipo,Tipo_Nivel_1,Scatter Excavacion,Scatter Montaje,Parada_Tipo_Desglose,Minutos,Impotancia Parada
1227,416,208,20/01/2014,Lunes,Laboral,N,Enero,Main Drive,4,285,415.754,4.247,35488.376,S (III) ,,SI,Parada ,Parada Planificada,,,Topografia,180,Moderada
1228,416,208,20/01/2014,Lunes,Laboral,N,Enero,Main Drive,4,285,415.754,4.247,35488.376,S (III) ,,SI,Producción,Excavación,Excavación,,Excavación,420,Muy Larga
1229,417,209,21/01/2014,Martes,Laboral,D,Enero,Main Drive,1,286,417.622,1.868,35490.244,S (III) ,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema Acondicionamiento,50,Leve
1230,417,209,21/01/2014,Martes,Laboral,D,Enero,Main Drive,1,286,417.622,1.868,35490.244,S (III) ,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Fabricante TBM,670,Muy Larga
1231,418,209,21/01/2014,Martes,Laboral,N,Enero,Main Drive,1,286,417.622,1.868,35490.244,S (III) ,,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,55,Leve
1232,418,209,21/01/2014,Martes,Laboral,N,Enero,Main Drive,1,286,417.622,1.868,35490.244,S (III) ,,SI,Parada ,Parada Planificada,,,Topografia,60,Leve
1233,418,209,21/01/2014,Martes,Laboral,N,Enero,Main Drive,1,286,417.622,1.868,35490.244,S (III) ,,SI,Parada ,Parada Planificada,,,Reinicio Produccion,90,Moderada
1234,418,209,21/01/2014,Martes,Laboral,N,Enero,Main Drive,1,286,417.622,1.868,35490.244,S (III) ,,SI,Parada ,Parada No Planificada - Otros,,,Planta de Mortero,220,Larga
1235,418,209,21/01/2014,Martes,Laboral,N,Enero,Main Drive,1,286,417.622,1.868,35490.244,S (III) ,,SI,Producción,Excavación,Excavación,,Excavación,295,Larga
1236,419,210,22/01/2014,Miercoles,Laboral,D,Enero,Main Drive,1,287,418.609,0.987,35491.231,S (III) ,,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,75,Moderada
1237,419,210,22/01/2014,Miercoles,Laboral,D,Enero,Main Drive,1,287,418.609,0.987,35491.231,S (III) ,,SI,Producción,Excavación,Excavación,,Excavación,185,Larga
1238,419,210,22/01/2014,Miercoles,Laboral,D,Enero,Main Drive,1,287,418.609,0.987,35491.231,S (III) ,,SI,Parada ,Parada No Planificada - Logistica,,,Dovelas,190,Larga
1239,419,210,22/01/2014,Miercoles,Laboral,D,Enero,Main Drive,1,287,418.609,0.987,35491.231,S (III) ,,SI,Parada ,Parada Planificada,,,Topografia,270,Larga
1240,420,210,22/01/2014,Miercoles,Laboral,N,Enero,Main Drive,1,287,418.609,0.987,35491.231,S (III) ,,SI,Producción,Excavación,Excavación,,Excavación,30,Leve
1241,420,210,22/01/2014,Miercoles,Laboral,N,Enero,Main Drive,1,287,418.609,0.987,35491.231,S (III) ,,SI,Parada ,Parada No Planificada - Logistica,,,Dovelas,120,Moderada
1242,420,210,22/01/2014,Miercoles,Laboral,N,Enero,Main Drive,1,287,418.609,0.987,35491.231,S (III) ,,SI,Parada ,Parada No Planificada - Logistica,,,Limpieza Tuberias Mortero,220,Larga
1243,420,210,22/01/2014,Miercoles,Laboral,N,Enero,Main Drive,1,287,418.609,0.987,35491.231,S (III) ,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema Electrico,350,Larga
1244,421,211,23/01/2014,Jueves,Laboral,D,Enero,Main Drive,0,287,418.609,0,35491.231,S (III) ,,NO,Parada ,Parada Planificada,,,Topografia,150,Moderada
1245,421,211,23/01/2014,Jueves,Laboral,D,Enero,Main Drive,0,287,418.609,0,35491.231,S (III) ,,NO,Parada ,Parada No Planificada - Paradas TBM,,,Sistema Electrico,570,Muy Larga
1246,422,211,23/01/2014,Jueves,Laboral,N,Enero,Main Drive,0,287,418.609,0,35491.231,S (III) ,,NO,Parada ,Parada No Planificada - Paradas TBM,,,Sistema Electrico,720,Turno Completo
1247,423,212,24/01/2014,Viernes,Laboral,D,Enero,Main Drive,2,289,421.2,2.591,35493.822,S (III) ,,SI,Producción,Excavación,Excavación,,Excavación,170,Moderada
1248,423,212,24/01/2014,Viernes,Laboral,D,Enero,Main Drive,2,289,421.2,2.591,35493.822,S (III) ,,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,190,Larga
1249,423,212,24/01/2014,Viernes,Laboral,D,Enero,Main Drive,2,289,421.2,2.591,35493.822,S (III) ,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema Electrico,360,Muy Larga
1250,424,212,24/01/2014,Viernes,Laboral,N,Enero,Main Drive,2,289,421.2,2.591,35493.822,S (III) ,,SI,Parada ,Parada Planificada,,,Reinicio Produccion,45,Leve
1251,424,212,24/01/2014,Viernes,Laboral,N,Enero,Main Drive,2,289,421.2,2.591,35493.822,S (III) ,,SI,Parada ,Parada Planificada,,,Topografia,80,Moderada
1252,424,212,24/01/2014,Viernes,Laboral,N,Enero,Main Drive,2,289,421.2,2.591,35493.822,S (III) ,,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,120,Moderada
1253,424,212,24/01/2014,Viernes,Laboral,N,Enero,Main Drive,2,289,421.2,2.591,35493.822,S (III) ,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema Hidraulico,230,Larga
1254,424,212,24/01/2014,Viernes,Laboral,N,Enero,Main Drive,2,289,421.2,2.591,35493.822,S (III) ,,SI,Producción,Excavación,Excavación,,Excavación,245,Larga
1255,425,213,25/01/2014,Sabado,FindeSemana,D,Enero,Main Drive,3,292,425.442,4.242,35498.064,S (III) ,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema Refrigeracion Agua,15,Leve
1256,425,213,25/01/2014,Sabado,FindeSemana,D,Enero,Main Drive,3,292,425.442,4.242,35498.064,S (III) ,,SI,Parada ,Parada Planificada,,,Topografia,40,Leve
1257,425,213,25/01/2014,Sabado,FindeSemana,D,Enero,Main Drive,3,292,425.442,4.242,35498.064,S (III) ,,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,120,Moderada
1258,425,213,25/01/2014,Sabado,FindeSemana,D,Enero,Main Drive,3,292,425.442,4.242,35498.064,S (III) ,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Fabricante TBM,250,Larga
1259,425,213,25/01/2014,Sabado,FindeSemana,D,Enero,Main Drive,3,292,425.442,4.242,35498.064,S (III) ,,SI,Producción,Excavación,Excavación,,Excavación,295,Larga
1260,426,213,25/01/2014,Sabado,FindeSemana,N,Enero,Main Drive,3,292,425.442,4.242,35498.064,S (III) ,,SI,Parada ,Parada No Planificada - Logistica,,,Material Rodante,40,Leve
1261,426,213,25/01/2014,Sabado,FindeSemana,N,Enero,Main Drive,3,292,425.442,4.242,35498.064,S (III) ,,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,55,Leve
1262,426,213,25/01/2014,Sabado,FindeSemana,N,Enero,Main Drive,3,292,425.442,4.242,35498.064,S (III) ,,SI,Parada ,Parada Planificada,,,Topografia,155,Moderada
1263,426,213,25/01/2014,Sabado,FindeSemana,N,Enero,Main Drive,3,292,425.442,4.242,35498.064,S (III) ,,SI,Producción,Excavación,Excavación,,Excavación,470,Muy Larga
1264,427,214,26/01/2014,Domingo,FindeSemana,D,Enero,Main Drive,1,293,428.088,2.646,35500.71,S (III) ,,SI,Parada ,Parada Planificada,,,Reinicio Produccion,15,Leve
1265,427,214,26/01/2014,Domingo,FindeSemana,D,Enero,Main Drive,1,293,428.088,2.646,35500.71,S (III) ,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema Erector,85,Moderada
1266,427,214,26/01/2014,Domingo,FindeSemana,D,Enero,Main Drive,1,293,428.088,2.646,35500.71,S (III) ,,SI,Parada ,Parada Planificada,,,Topografia,90,Moderada
1267,427,214,26/01/2014,Domingo,FindeSemana,D,Enero,Main Drive,1,293,428.088,2.646,35500.71,S (III) ,,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,145,Moderada
1268,427,214,26/01/2014,Domingo,FindeSemana,D,Enero,Main Drive,1,293,428.088,2.646,35500.71,S (III) ,,SI,Producción,Excavación,Excavación,,Excavación,385,Muy Larga
1269,428,214,26/01/2014,Domingo,FindeSemana,N,Enero,Main Drive,1,293,428.088,2.646,35500.71,S (III) ,,SI,Producción,Excavación,Excavación,,Excavación,275,Larga
1270,428,214,26/01/2014,Domingo,FindeSemana,N,Enero,Main Drive,1,293,428.088,2.646,35500.71,S (III) ,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema PLC,445,Muy Larga
1271,429,215,27/01/2014,Lunes,Laboral,D,Enero,Main Drive,1,294,428.337,0.249,35500.959,S (III) ,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema Tornillo Sinfín,25,Leve
1272,429,215,27/01/2014,Lunes,Laboral,D,Enero,Main Drive,1,294,428.337,0.249,35500.959,S (III) ,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema Acondicionamiento,60,Leve
1273,429,215,27/01/2014,Lunes,Laboral,D,Enero,Main Drive,1,294,428.337,0.249,35500.959,S (III) ,,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,75,Moderada
1274,429,215,27/01/2014,Lunes,Laboral,D,Enero,Main Drive,1,294,428.337,0.249,35500.959,S (III) ,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema PLC,90,Moderada
1275,429,215,27/01/2014,Lunes,Laboral,D,Enero,Main Drive,1,294,428.337,0.249,35500.959,S (III) ,,SI,Producción,Excavación,Excavación,,Excavación,105,Moderada
1276,429,215,27/01/2014,Lunes,Laboral,D,Enero,Main Drive,1,294,428.337,0.249,35500.959,S (III) ,,SI,Parada ,Parada Planificada,,,Topografia,150,Moderada
1277,429,215,27/01/2014,Lunes,Laboral,D,Enero,Main Drive,1,294,428.337,0.249,35500.959,S (III) ,,SI,Parada ,Parada Planificada,,,Intervencion Hiperbarica,215,Larga
1278,430,215,27/01/2014,Lunes,Laboral,N,Enero,Main Drive,1,294,428.337,0.249,35500.959,S (III) ,,SI,Parada ,Parada Planificada,,,Intervencion Hiperbarica,720,Turno Completo
1279,431,216,28/01/2014,Martes,Laboral,D,Enero,Main Drive,0,294,428.337,0,35500.959,S (III) ,,NO,Parada ,Parada Planificada,,,Intervencion Hiperbarica,720,Turno Completo
1280,432,216,28/01/2014,Martes,Laboral,N,Enero,Main Drive,0,294,428.337,0,35500.959,S (III) ,,NO,Parada ,Parada Planificada,,,Intervencion Hiperbarica,720,Turno Completo
1281,433,217,29/01/2014,Miercoles,Laboral,D,Enero,Main Drive,0,294,428.337,0,35500.959,S (III) ,,NO,Parada ,Parada Planificada,,,Intervencion Hiperbarica,720,Turno Completo
1282,434,217,29/01/2014,Miercoles,Laboral,N,Enero,Main Drive,0,294,428.337,0,35500.959,S (III) ,,NO,Parada ,Parada Planificada,,,Intervencion Hiperbarica,720,Turno Completo
1283,435,218,30/01/2014,Jueves,Laboral,D,Enero,Main Drive,0,294,428.337,0,35500.959,S (III) ,,NO,Parada ,Parada Planificada,,,Cambio de turno,720,Turno Completo
1284,436,218,30/01/2014,Jueves,Laboral,N,Enero,Main Drive,0,294,428.337,0,35500.959,S (III) ,,NO,Parada ,Parada Planificada,,,Cambio de turno,720,Turno Completo
1285,437,219,31/01/2014,Viernes,Laboral,D,Enero,Main Drive,0,294,428.337,0,35500.959,S (III) ,,NO,Parada ,Parada Planificada,,,Cambio de turno,720,Turno Completo
1286,438,219,31/01/2014,Viernes,Laboral,N,Enero,Main Drive,0,294,428.337,0,35500.959,S (III) ,,NO,Parada ,Parada Planificada,,,Cambio de turno,720,Turno Completo
1287,439,220,1/2/2014,Sabado,FindeSemana,D,Febrero,Main Drive,0,294,428.337,0,35500.959,S (III) ,,NO,Parada ,Parada Planificada,,,Intervencion Hiperbarica,720,Turno Completo
1288,440,220,1/2/2014,Sabado,FindeSemana,N,Febrero,Main Drive,0,294,428.337,0,35500.959,S (III) ,,NO,Parada ,Parada Planificada,,,Intervencion Hiperbarica,720,Turno Completo
1289,441,221,2/2/2014,Domingo,FindeSemana,D,Febrero,Main Drive,0,294,428.337,0,35500.959,S (III) ,,NO,Parada ,Parada Planificada,,,Intervencion Hiperbarica,720,Turno Completo
1290,442,221,2/2/2014,Domingo,FindeSemana,N,Febrero,Main Drive,0,294,428.337,0,35500.959,S (III) ,,NO,Parada ,Parada Planificada,,,Intervencion Hiperbarica,720,Turno Completo
1291,443,222,3/2/2014,Lunes,Laboral,D,Febrero,Main Drive,0,294,428.337,0,35500.959,S (III) ,,NO,Parada ,Parada Planificada,,,Intervencion Hiperbarica,720,Turno Completo
1292,444,222,3/2/2014,Lunes,Laboral,N,Febrero,Main Drive,0,294,428.337,0,35500.959,S (III) ,,NO,Parada ,Parada Planificada,,,Intervencion Hiperbarica,720,Turno Completo
1293,445,223,4/2/2014,Martes,Laboral,D,Febrero,Main Drive,0,294,429.224,0.887,35501.846,S (III) ,,SI,Parada ,Parada Planificada,,,Intervencion Hiperbarica,720,Turno Completo
1294,446,223,4/2/2014,Martes,Laboral,N,Febrero,Main Drive,0,294,429.224,0.887,35501.846,S (III) ,,SI,Parada ,Parada Planificada,,,Intervencion Hiperbarica,720,Turno Completo
1295,447,224,5/2/2014,Miercoles,Laboral,D,Febrero,Main Drive,4,298,432.361,3.137,35504.983,S (III) ,,SI,Parada ,Parada Planificada,,,Reinicio Produccion,50,Leve
1296,447,224,5/2/2014,Miercoles,Laboral,D,Febrero,Main Drive,4,298,432.361,3.137,35504.983,S (III) ,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema Acondicionamiento,55,Leve
1297,447,224,5/2/2014,Miercoles,Laboral,D,Febrero,Main Drive,4,298,432.361,3.137,35504.983,S (III) ,,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,75,Moderada
1298,447,224,5/2/2014,Miercoles,Laboral,D,Febrero,Main Drive,4,298,432.361,3.137,35504.983,S (III) ,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema de Guiado,145,Moderada
1299,447,224,5/2/2014,Miercoles,Laboral,D,Febrero,Main Drive,4,298,432.361,3.137,35504.983,S (III) ,,SI,Producción,Excavación,Excavación,,Excavación,395,Muy Larga
1300,448,224,5/2/2014,Miercoles,Laboral,N,Febrero,Main Drive,4,298,432.361,3.137,35504.983,S (III) ,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema Electrico,5,Leve
1301,448,224,5/2/2014,Miercoles,Laboral,N,Febrero,Main Drive,4,298,432.361,3.137,35504.983,S (III) ,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema Hidraulico,10,Leve
1302,448,224,5/2/2014,Miercoles,Laboral,N,Febrero,Main Drive,4,298,432.361,3.137,35504.983,S (III) ,,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,160,Moderada
1303,448,224,5/2/2014,Miercoles,Laboral,N,Febrero,Main Drive,4,298,432.361,3.137,35504.983,S (III) ,,SI,Parada ,Parada Planificada,,,Topografia,230,Larga
1304,448,224,5/2/2014,Miercoles,Laboral,N,Febrero,Main Drive,4,298,432.361,3.137,35504.983,S (III) ,,SI,Producción,Excavación,Excavación,,Excavación,315,Larga
1305,449,225,6/2/2014,Jueves,Laboral,D,Febrero,Main Drive,3,301,435.01,2.649,35507.632,S (III) ,,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,70,Moderada
1306,449,225,6/2/2014,Jueves,Laboral,D,Febrero,Main Drive,3,301,435.01,2.649,35507.632,S (III) ,,SI,Parada ,Parada Planificada,,,Reinicio Produccion,80,Moderada
1307,449,225,6/2/2014,Jueves,Laboral,D,Febrero,Main Drive,3,301,435.01,2.649,35507.632,S (III) ,,SI,Parada ,Parada Planificada,,,Topografia,120,Moderada
1308,449,225,6/2/2014,Jueves,Laboral,D,Febrero,Main Drive,3,301,435.01,2.649,35507.632,S (III) ,,SI,Producción,Excavación,Excavación,,Excavación,450,Muy Larga
1309,450,225,6/2/2014,Jueves,Laboral,N,Febrero,Main Drive,3,301,435.01,2.649,35507.632,S (III) ,,SI,Parada ,Parada Planificada,,,Reinicio Produccion,10,Leve
1310,450,225,6/2/2014,Jueves,Laboral,N,Febrero,Main Drive,3,301,435.01,2.649,35507.632,S (III) ,,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,125,Moderada
1311,450,225,6/2/2014,Jueves,Laboral,N,Febrero,Main Drive,3,301,435.01,2.649,35507.632,S (III) ,,SI,Parada ,Parada Planificada,,,Topografia,215,Larga
1312,450,225,6/2/2014,Jueves,Laboral,N,Febrero,Main Drive,3,301,435.01,2.649,35507.632,S (III) ,,SI,Producción,Excavación,Excavación,,Excavación,370,Muy Larga
1313,451,226,7/2/2014,Viernes,Laboral,D,Febrero,Main Drive,2,303,436.588,1.578,35509.21,S (III) ,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema Acondicionamiento,25,Leve
1314,451,226,7/2/2014,Viernes,Laboral,D,Febrero,Main Drive,2,303,436.588,1.578,35509.21,S (III) ,,SI,Parada ,Parada No Planificada - Logistica,,,Dovelas,45,Leve
1315,451,226,7/2/2014,Viernes,Laboral,D,Febrero,Main Drive,2,303,436.588,1.578,35509.21,S (III) ,,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,60,Leve
1316,451,226,7/2/2014,Viernes,Laboral,D,Febrero,Main Drive,2,303,436.588,1.578,35509.21,S (III) ,,SI,Parada ,Parada No Planificada - Logistica,,,Limpieza Tuberias Mortero,60,Leve
1317,451,226,7/2/2014,Viernes,Laboral,D,Febrero,Main Drive,2,303,436.588,1.578,35509.21,S (III) ,,SI,Producción,Excavación,Excavación,,Excavación,530,Muy Larga
1318,452,226,7/2/2014,Viernes,Laboral,N,Febrero,Main Drive,2,303,436.588,1.578,35509.21,S (III) ,,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,30,Leve
1319,452,226,7/2/2014,Viernes,Laboral,N,Febrero,Main Drive,2,303,436.588,1.578,35509.21,S (III) ,,SI,Parada ,Parada Planificada,,,Reinicio Produccion,30,Leve
1320,452,226,7/2/2014,Viernes,Laboral,N,Febrero,Main Drive,2,303,436.588,1.578,35509.21,S (III) ,,SI,Parada ,Parada No Planificada - Logistica,,,Dovelas,150,Moderada
1321,452,226,7/2/2014,Viernes,Laboral,N,Febrero,Main Drive,2,303,436.588,1.578,35509.21,S (III) ,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema Erector,510,Muy Larga
1322,453,227,8/2/2014,Sabado,FindeSemana,D,Febrero,Main Drive,0,303,436.588,0,35509.21,S (III) ,,NO,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,80,Moderada
1323,453,227,8/2/2014,Sabado,FindeSemana,D,Febrero,Main Drive,0,303,436.588,0,35509.21,S (III) ,,NO,Parada ,Parada Planificada,,,Intervencion Hiperbarica,640,Muy Larga
1324,454,227,8/2/2014,Sabado,FindeSemana,N,Febrero,Main Drive,0,303,436.588,0,35509.21,S (III) ,,NO,Parada ,Parada Planificada,,,Intervencion Hiperbarica,720,Turno Completo
1325,455,228,9/2/2014,Domingo,FindeSemana,D,Febrero,Main Drive,0,303,436.588,0,35509.21,S (III) ,,NO,Parada ,Parada Planificada,,,Intervencion Hiperbarica,720,Turno Completo
1326,456,228,9/2/2014,Domingo,FindeSemana,N,Febrero,Main Drive,0,303,436.588,0,35509.21,S (III) ,,NO,Parada ,Parada Planificada,,,Intervencion Hiperbarica,720,Turno Completo
1327,457,229,10/2/2014,Lunes,Laboral,D,Febrero,Main Drive,0,303,436.588,0,35509.21,S (III) ,,NO,Parada ,Parada Planificada,,,Intervencion Hiperbarica,720,Turno Completo
1328,458,229,10/2/2014,Lunes,Laboral,N,Febrero,Main Drive,0,303,436.588,0,35509.21,S (III) ,,NO,Parada ,Parada Planificada,,,Intervencion Hiperbarica,720,Turno Completo
1329,459,230,11/2/2014,Martes,Laboral,D,Febrero,Main Drive,0,303,436.588,0,35509.21,S (III) ,,NO,Parada ,Parada Planificada,,,Intervencion Hiperbarica,720,Turno Completo
1330,460,230,11/2/2014,Martes,Laboral,N,Febrero,Main Drive,0,303,436.588,0,35509.21,S (III) ,,NO,Parada ,Parada Planificada,,,Intervencion Hiperbarica,720,Turno Completo
1331,461,231,12/2/2014,Miercoles,Laboral,D,Febrero,Main Drive,0,303,436.588,0,35509.21,S (III) ,,NO,Parada ,Parada Planificada,,,Intervencion Hiperbarica,720,Turno Completo
1332,462,231,12/2/2014,Miercoles,Laboral,N,Febrero,Main Drive,0,303,436.588,0,35509.21,S (III) ,,NO,Parada ,Parada Planificada,,,Intervencion Hiperbarica,720,Turno Completo
1333,463,232,13/02/2014,Jueves,Laboral,D,Febrero,Main Drive,1,304,438.713,2.125,35511.335,S (III) ,,SI,Producción,Excavación,Excavación,,Excavación,30,Leve
1334,463,232,13/02/2014,Jueves,Laboral,D,Febrero,Main Drive,1,304,438.713,2.125,35511.335,S (III) ,,SI,Parada ,Parada Planificada,,,Intervencion Hiperbarica,690,Muy Larga
1335,464,232,13/02/2014,Jueves,Laboral,N,Febrero,Main Drive,1,304,438.713,2.125,35511.335,S (III) ,,SI,Parada ,Parada No Planificada - Logistica,,,Limpieza Tuberias Mortero,45,Leve
1336,464,232,13/02/2014,Jueves,Laboral,N,Febrero,Main Drive,1,304,438.713,2.125,35511.335,S (III) ,,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,120,Moderada
1337,464,232,13/02/2014,Jueves,Laboral,N,Febrero,Main Drive,1,304,438.713,2.125,35511.335,S (III) ,,SI,Producción,Excavación,Excavación,,Excavación,265,Larga
1338,464,232,13/02/2014,Jueves,Laboral,N,Febrero,Main Drive,1,304,438.713,2.125,35511.335,S (III) ,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Fabricante TBM,290,Larga
1339,465,233,14/02/2014,Viernes,Laboral,D,Febrero,Main Drive,5,309,442.246,3.533,35514.868,S (III) ,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema PLC,40,Leve
1340,465,233,14/02/2014,Viernes,Laboral,D,Febrero,Main Drive,5,309,442.246,3.533,35514.868,S (III) ,,SI,Parada ,Parada No Planificada - Logistica,,,Limpieza Tuberias Mortero,50,Leve
1341,465,233,14/02/2014,Viernes,Laboral,D,Febrero,Main Drive,5,309,442.246,3.533,35514.868,S (III) ,,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,130,Moderada
1342,465,233,14/02/2014,Viernes,Laboral,D,Febrero,Main Drive,5,309,442.246,3.533,35514.868,S (III) ,,SI,Parada ,Parada Planificada,,,Topografia,150,Moderada
1343,465,233,14/02/2014,Viernes,Laboral,D,Febrero,Main Drive,5,309,442.246,3.533,35514.868,S (III) ,,SI,Producción,Excavación,Excavación,,Excavación,170,Moderada
1344,465,233,14/02/2014,Viernes,Laboral,D,Febrero,Main Drive,5,309,442.246,3.533,35514.868,S (III) ,,SI,Parada ,Parada No Planificada - Logistica,,,Grua Portico,180,Moderada
1345,466,233,14/02/2014,Viernes,Laboral,N,Febrero,Main Drive,5,309,442.246,3.533,35514.868,S (III) ,,SI,Parada ,Parada Planificada,,,Topografia,70,Moderada
1346,466,233,14/02/2014,Viernes,Laboral,N,Febrero,Main Drive,5,309,442.246,3.533,35514.868,S (III) ,,SI,Parada ,Parada Planificada,,,Limpieza General,90,Moderada
1347,466,233,14/02/2014,Viernes,Laboral,N,Febrero,Main Drive,5,309,442.246,3.533,35514.868,S (III) ,,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,185,Larga
1348,466,233,14/02/2014,Viernes,Laboral,N,Febrero,Main Drive,5,309,442.246,3.533,35514.868,S (III) ,,SI,Producción,Excavación,Excavación,,Excavación,375,Muy Larga
1349,467,234,15/02/2014,Sabado,FindeSemana,D,Febrero,Main Drive,3,312,444.789,2.543,35517.411,S (III) ,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema Hidraulico,30,Leve
1350,467,234,15/02/2014,Sabado,FindeSemana,D,Febrero,Main Drive,3,312,444.789,2.543,35517.411,S (III) ,,SI,Parada ,Parada No Planificada - Logistica,,,Limpieza Tuberias Mortero,45,Leve
1351,467,234,15/02/2014,Sabado,FindeSemana,D,Febrero,Main Drive,3,312,444.789,2.543,35517.411,S (III) ,,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,65,Moderada
1352,467,234,15/02/2014,Sabado,FindeSemana,D,Febrero,Main Drive,3,312,444.789,2.543,35517.411,S (III) ,,SI,Parada ,Parada Planificada,,,Reinicio Produccion,80,Moderada
1353,467,234,15/02/2014,Sabado,FindeSemana,D,Febrero,Main Drive,3,312,444.789,2.543,35517.411,S (III) ,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema Erector,130,Moderada
1354,467,234,15/02/2014,Sabado,FindeSemana,D,Febrero,Main Drive,3,312,444.789,2.543,35517.411,S (III) ,,SI,Producción,Excavación,Excavación,,Excavación,370,Muy Larga
1355,468,234,15/02/2014,Sabado,FindeSemana,N,Febrero,Main Drive,3,312,444.789,2.543,35517.411,S (III) ,,SI,Parada ,Parada Planificada,,,Reinicio Produccion,25,Leve
1356,468,234,15/02/2014,Sabado,FindeSemana,N,Febrero,Main Drive,3,312,444.789,2.543,35517.411,S (III) ,,SI,Parada ,Parada Planificada,,,Topografia,35,Leve
1357,468,234,15/02/2014,Sabado,FindeSemana,N,Febrero,Main Drive,3,312,444.789,2.543,35517.411,S (III) ,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema Erector,65,Moderada
1358,468,234,15/02/2014,Sabado,FindeSemana,N,Febrero,Main Drive,3,312,444.789,2.543,35517.411,S (III) ,,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,140,Moderada
1359,468,234,15/02/2014,Sabado,FindeSemana,N,Febrero,Main Drive,3,312,444.789,2.543,35517.411,S (III) ,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema Hidraulico,195,Larga
1360,468,234,15/02/2014,Sabado,FindeSemana,N,Febrero,Main Drive,3,312,444.789,2.543,35517.411,S (III) ,,SI,Producción,Excavación,Excavación,,Excavación,260,Larga
1361,469,235,16/02/2014,Domingo,FindeSemana,D,Febrero,Main Drive,0,312,444.789,0,35517.411,S (III) ,,NO,Parada ,Parada Planificada,,,Cambio de turno,720,Turno Completo
1362,470,235,16/02/2014,Domingo,FindeSemana,N,Febrero,Main Drive,0,312,444.789,0,35517.411,S (III) ,,NO,Parada ,Parada Planificada,,,Cambio de turno,720,Turno Completo
1363,471,236,17/02/2014,Lunes,Laboral,D,Febrero,Main Drive,2,314,446.693,1.904,35519.315,S (III) ,,SI,Parada ,Parada Planificada,,,Reinicio Produccion,45,Leve
1364,471,236,17/02/2014,Lunes,Laboral,D,Febrero,Main Drive,2,314,446.693,1.904,35519.315,S (III) ,,SI,Parada ,Parada Planificada,,,Topografia,70,Moderada
1365,471,236,17/02/2014,Lunes,Laboral,D,Febrero,Main Drive,2,314,446.693,1.904,35519.315,S (III) ,,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,90,Moderada
1366,471,236,17/02/2014,Lunes,Laboral,D,Febrero,Main Drive,2,314,446.693,1.904,35519.315,S (III) ,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema Tornillo Sinfín,245,Larga
